Nom.scientifique;Common.name;Nom.vernaculaire;Commentaire;Règne;Embranchement;Classe;Ordre;Famille;Genre;ID.WoRMS;ID.ITIS;Présent.Brunel.1998;Taxons.IML
Melanolagus bericoides;Bigscale Deepsea Smelt;Garcette À Petits Yeux ou Garcette Réticulée;;Animalia;Chordata;Actinopteri;Argentiniformes;Bathylagidae;Melanolagus;126721;;;
Melanonus zugmayeri;Arrowtail;Mélanone ou More Noir;;Animalia;Chordata;Actinopteri;Gadiformes;Melanonidae;Melanonus;126483;;;
Melanostigma atlanticum;Atlantic Soft Pout;Molasse Atlantique;;Animalia;Chordata;Actinopteri;Perciformes;Zoarcidae;Melanostigma;127120;;;Oui
Melanostomias bartonbeani;Bluenose Dragonfish;Dragon À Nez Bleu;;Animalia;Chordata;Actinopteri;Stomiiformes;Stomiidae;Melanostomias;127359;;;
Melanostomias melanopogon;;;;Animalia;Chordata;Actinopteri;Stomiiformes;Stomiidae;Melanostomias;127362;;;
Melanostomias melanops;;;;Animalia;Chordata;Actinopteri;Stomiiformes;Stomiidae;Melanostomias;127363;;;
Melanostomias tentaculatus;;;;Animalia;Chordata;Actinopteri;Stomiiformes;Stomiidae;Melanostomias;127364;;;
Melanostomias valdiviae;Flatbarbel Rearfin;Dragon À Barbillon Aplati;;Animalia;Chordata;Actinopteri;Stomiiformes;Stomiidae;Melanostomias;127365;;;
Melinna albicincta;;;;Animalia;Annelida;Polychaeta;Terebellida;Melinnidae;Melinna;129802;;Oui;Oui
Melinna cristata;;;;Animalia;Annelida;Polychaeta;Terebellida;Melinnidae;Melinna;129804;;Oui;Oui
Melinna elisabethae;;;;Animalia;Annelida;Polychaeta;Terebellida;Melinnidae;Melinna;129805;;;Oui
Melinnacheres steenstrupi;;;;Animalia;Arthropoda;Hexanauplia;Cyclopoida;Saccopsidae;Melinnacheres;129034;;Oui;Oui
Melinnacheres terebellidis;;;;Animalia;Arthropoda;Hexanauplia;Cyclopoida;Saccopsidae;Melinnacheres;129035;;Oui;Oui
Melita nitida;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Melitidae;Melita;146922;;Oui;Oui
Melphidippa borealis;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Melphidippidae;Melphidippa;102856;;Oui;Oui
Melphidippa goesi;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Melphidippidae;Melphidippa;102857;;Oui;Oui
Melphidippa macrura;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Melphidippidae;Melphidippa;102858;;Oui;Oui
Membraniporella crassicosta;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Cribrilinidae;Membraniporella;159868;;Oui;
Mendicula ferruginosa;Rusty Axinopsid;;;Animalia;Mollusca;Bivalvia;Lucinida;Thyasiridae;Mendicula;152905;;Oui;Oui
Mendicula pygmaea;;;;Animalia;Mollusca;Bivalvia;Lucinida;Thyasiridae;Mendicula;152424;;Oui;Oui
Menestho albula;;;;Animalia;Mollusca;Gastropoda;rank absent;Pyramidellidae;Menestho;140969;;Oui;Oui
Menidia menidia;Atlantic Silverside;Capucette;;Animalia;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Menidia;159228;;;Oui
Menigrates obtusifrons;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Menigrates;102620;;Oui;Oui
Menigrates spinirami;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Menigrates;158117;;Oui;Oui
Menigratopsis svennilssoni;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Menigratopsis;102621;;Oui;Oui
Menticirrhus saxatilis;;;;Animalia;Chordata;Actinopteri;Eupercaria incertae sedis;Sciaenidae;Menticirrhus;159329;;;
Mentodus rostratus;Beaked Searsid;Circé Barbe Rude;;Animalia;Chordata;Actinopteri;Alepocephaliformes;Platytroctidae;Mentodus;126744;;;
Mercenaria mercenaria;Northern Quahog ou Hard Clam ou Hard Shell ou Little-Necked Clam ou Cherrystone Clam;Palourde Américaine ou Praire;;Animalia;Mollusca;Bivalvia;Venerida;Veneridae;Mercenaria;141919;;Oui;Oui
Mergus merganser;Common Merganser ou Goosander;Grand Harle;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Mergus;159097;;;
Mergus serrator;Red-Breasted Merganser;Harle Huppé;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Mergus;159098;;;
Merluccius albidus;Offshore Hake ou Offshore Silver Hake;Merlu Argenté Du Large ou Merlu ou Merlu Blanc ou Merlu Du Large;;Animalia;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;158748;;;
Merluccius bilinearis;Silver Hake;Merlu Argenté;;Animalia;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;158962;;;Oui
Mertensia ovum;Comb Jelly;Groseille De Mer Plate;;Animalia;Ctenophora;Tentaculata;Cydippida;Mertensiidae;Mertensia;106377;;Oui;Oui
Mesochra arenicola;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Canthocamptidae;Mesochra;157702;;Oui;Oui
Mesochra lilljeborgii;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Canthocamptidae;Mesochra;115701;;Oui;Oui
Mesochra pygmaea pygmaea;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Canthocamptidae;Mesochra;730681;;Oui;Oui
Mesodesma deauratum;Gilded Wedgeclam;;;Animalia;Mollusca;Bivalvia;Venerida;Mesodesmatidae;Mesodesma;156806;;Oui;Oui
Mesoplodon bidens;Sowerby S Beaked Whale;Mésoplon Japonais ou Mésoplodon De Nishiwaki;;Animalia;Chordata;Mammalia;Cetartiodactyla;Ziphiidae;Mesoplodon;137121;;;
Mesoplodon europaeus;Gervais Beaked Whale;Mésoplodon De Gervais ou Baleine À  Bec De Gervais;;Animalia;Chordata;Mammalia;Cetartiodactyla;Ziphiidae;Mesoplodon;137123;;;
Mesoplodon ginkgodens;;Mésoplon Japonais ou Mésoplodon De Nishiwaki;;Animalia;Chordata;Mammalia;Cetartiodactyla;Ziphiidae;Mesoplodon;231407;;;
Mesoplodon mirus;True S Beaked Whale;Mésoplodon De True ou Baleine À  Bec De True;;Animalia;Chordata;Mammalia;Cetartiodactyla;Ziphiidae;Mesoplodon;137126;;;
Meterythrops robustus;;;;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Meterythrops;446462;;Oui;Oui
Metopa abyssalis;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;103113;;Oui;Oui
Metopa alderi;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;103116;;Oui;Oui
Metopa boeckii;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;103117;;Oui;Oui
Metopa borealis;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;103118;;Oui;Oui
Metopa bruzelii;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;103119;;Oui;Oui
Metopa clypeata;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;103121;;Oui;Oui
Metopa glacialis;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;103122;;Oui;Oui
Metopa groenlandica;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;103123;;Oui;Oui
Metopa leptocarpa;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;103126;;Oui;Oui
Metopa longicornis;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;103127;;Oui;Oui
Metopa norvegica;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;103128;;Oui;Oui
Metopa propinqua;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;103131;;Oui;Oui
Metopa pusilla;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;103132;;Oui;Oui
Metopa robusta;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;103133;;Oui;Oui
Metopa sinuata;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;103134;;Oui;Oui
Metopa spinicoxa;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;157848;;Oui;Oui
Metopa spitzbergensis;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;103137;;Oui;Oui
Metopa tenuimana;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;103138;;Oui;Oui
Metopella angusta;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopella;157849;;Oui;Oui
Metopelloides micropalpa;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopelloides;157852;;;
Metridia longa;;;;Animalia;Arthropoda;Hexanauplia;Calanoida;Metridinidae;Metridia;104632;;Oui;Oui
Metridia lucens lucens;;;;Animalia;Arthropoda;Hexanauplia;Calanoida;Metridinidae;Metridia;850801;;Oui;Oui
Metridium dianthus;Plumose Anemone;Eillet De Mer ou Anémone Plumeuse;;Animalia;Cnidaria;Anthozoa;Actiniaria;Metridiidae;Metridium;158251;;Oui;Oui
Microarthridion laurenticum;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Tachidiidae;Microarthridion;157704;;Oui;Oui
Microarthridion littorale;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Tachidiidae;Microarthridion;116498;;Oui;Oui
Microcalanus pusillus;;;;Animalia;Arthropoda;Hexanauplia;Calanoida;Clausocalanidae;Microcalanus;157675;;Oui;Oui
Microcalanus pygmaeus;;;;Animalia;Arthropoda;Hexanauplia;Calanoida;Clausocalanidae;Microcalanus;104513;;Oui;Oui
Microgadus tomcod;Atlantic Tomcod;Poulamon Atlantique;;Animalia;Chordata;Actinopteri;Gadiformes;Gadidae;Microgadus;158928;;;Oui
Microlophichthys microlophus;;;;Animalia;Chordata;Actinopteri;Lophiiformes;Oneirodidae;Microlophichthys;126568;;;
Micromesistius poutassou;Blue Whiting;Merlan Bleu ou Poutassou;;Animalia;Chordata;Actinopteri;Gadiformes;Gadidae;Micromesistius;126439;;;Oui
Micronephthys neotena;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Micronephthys;130349;;;
Microphthalmus aberrans;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Microphthalmidae;Microphthalmus;130168;;Oui;Oui
Micropogonias undulatus;Atlantic Croaker ou Hardhead;Grogneur Atlantique ou Tambour Brésilien;;Animalia;Chordata;Actinopteri;Eupercaria incertae sedis;Sciaenidae;Micropogonias;151158;;;
Microporella ciliata;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Microporellidae;Microporella;111421;;Oui;
Microporina articulata;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Microporidae;Microporina;160496;;Oui;
Micropterus dolomieu;Smallmouth Bass;Achigan À Petite Bouche;;Animalia;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Micropterus;151296;;;
Micropterus salmoides;Largemouth Bass;Achigan À  Grande Bouche ou Black-Bass À  Grande Bouche ou Perche D Amérique ou Perche Noire ou Perche Truite ou Perche Truitée;;Animalia;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Micropterus;151295;;;
Microsetella norvegica;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Microsetella;116115;;Oui;Oui
Microstoma microstoma;Pencilsmelt ou Slender Argentine;Serpe Petite Bouche;;Animalia;Chordata;Actinopteri;Argentiniformes;Microstomatidae;Microstoma;126724;;;
Minusculisquama hughesi;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Minusculisquama;157493;;Oui;Oui
Minytrema melanops;Spotted Sucker;Meunier Tacheté;;Animalia;Chordata;Actinopteri;Cypriniformes;Catostomidae;Minytrema;1022836;;;
Mobula birostris;;Raie Manta ou Mante Du Pacifique ou Mante Atlantique ou Mante Géante;;Animalia;Chordata;Elasmobranchii;Myliobatiformes;Myliobatidae;Mobula;1026118;;;
Modiolus modiolus;Northern Horse Mussel;Moule Géante;;Animalia;Mollusca;Bivalvia;Mytilida;Mytilidae;Modiolus;140467;;Oui;Oui
Moelleria costulata;Ribbed Moelleria;;;Animalia;Mollusca;Gastropoda;Trochida;Colloniidae;Moelleria;141859;;Oui;Oui
Mola mola;Ocean Sunfish ou Sunfish;Poisson-Lune;;Animalia;Chordata;Actinopteri;Tetraodontiformes;Molidae;Mola;127405;;;Oui
Molgula citrina;;;;Animalia;Chordata;Ascidiacea;Stolidobranchia;Molgulidae;Molgula;103775;;Oui;Oui
Molgula complanata;;;;Animalia;Chordata;Ascidiacea;Stolidobranchia;Molgulidae;Molgula;103776;;Oui;Oui
Molgula griffithsii;;;;Animalia;Chordata;Ascidiacea;Stolidobranchia;Molgulidae;Molgula;250885;;Oui;Oui
Molgula manhattensis;;;;Animalia;Chordata;Ascidiacea;Stolidobranchia;Molgulidae;Molgula;103788;;Oui;Oui
Molgula retortiformis;;;;Animalia;Chordata;Ascidiacea;Stolidobranchia;Molgulidae;Molgula;103796;;Oui;Oui
Molgula siphonalis;;;;Animalia;Chordata;Ascidiacea;Stolidobranchia;Molgulidae;Molgula;103802;;Oui;Oui
Molpadia borealis;;;;Animalia;Echinodermata;Holothuroidea;Molpadida;Molpadiidae;Molpadia;124798;;Oui;Oui
Molpadia musculus;Muscular Fusiform Sea Cucumber;Holothurie Puissante;;Animalia;Echinodermata;Holothuroidea;Molpadida;Molpadiidae;Molpadia;124801;;;
Molpadia turgida;Turgid Fusiform Sea Cucumber;Holothurie Turgide;;Animalia;Echinodermata;Holothuroidea;Molpadida;Molpadiidae;Molpadia;158486;;;
Molva dypterygia;Blue Ling;Lingue Bleue;;Animalia;Chordata;Actinopteri;Gadiformes;Lotidae;Molva;126459;;;
Molva molva;Ling;Lingue Franche ou Grande Lingue ou Julienne;;Animalia;Chordata;Actinopteri;Gadiformes;Lotidae;Molva;126461;;;
Monacanthus ciliatus;Fringed Filefish;Bourse Émeri ou Lime Frangée;;Animalia;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Monacanthus;159497;;;
Monobrachium parasitum;;;;Animalia;Cnidaria;Hydrozoa;Limnomedusae;Monobrachiidae;Monobrachium;117773;;Oui;
Monocorophium acherusicum;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Monocorophium;225814;;;
Monocorophium insidiosum;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Monocorophium;148592;;Oui;Oui
Monocorophium tuberculatum;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Monocorophium;421579;;;
Monoculodes latimanus;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Monoculodes;102888;;Oui;Oui
Monoculodes packardi;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Monoculodes;102892;;Oui;Oui
Monoculopsis longicornis;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Monoculopsis;102901;;Oui;Oui
Monodon monoceros;Narwhal;Narval;;Animalia;Chordata;Mammalia;Cetartiodactyla;Monodontidae;Monodon;137116;;;
Monolene antillarum;Slim Flounder;Cardeau Svelte;;Animalia;Chordata;Actinopteri;Pleuronectiformes;Bothidae;Monolene;159209;;;
Monolene sessilicauda;Deepwater Flounder;Cardeau De Profondeur ou Monolène Du Large;;Animalia;Chordata;Actinopteri;Pleuronectiformes;Bothidae;Monolene;159213;;;
Monomitopus agassizii;;;;Animalia;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Monomitopus;158765;;;
Monoposthia costata;;;;Animalia;Nematoda;Chromadorea;Desmodorida;Monoposthiidae;Monoposthia;121104;;Oui;
Monstrilla anglica;;;;Animalia;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;Monstrilla;119797;;Oui;Oui
Monstrillopsis dubia;;;;Animalia;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;Monstrillopsis;119811;;Oui;Oui
Moringua edwardsi;Spaghetti Eel;Anguille Spaghetti;;Animalia;Chordata;Actinopteri;Anguilliformes;Moringuidae;Moringua;158578;;;
Morone americana;White Perch;Perche Blanche;;Animalia;Chordata;Actinopteri;Eupercaria incertae sedis;Moronidae;Morone;151177;;;Oui
Morone chrysops;White Bass;Bar Blanc;;Animalia;Chordata;Actinopteri;Eupercaria incertae sedis;Moronidae;Morone;422560;;;
Morone saxatilis;Striped Bass ou Striped Sea-Bass;Bar D Amérique ou Bar Rayé;;Animalia;Chordata;Actinopteri;Eupercaria incertae sedis;Moronidae;Morone;151179;;;Oui
Morus bassanus;Northern Gannet;Fou De Bassan;;Animalia;Chordata;Aves;Pelecaniformes;Sulidae;Morus;148776;;;
Moxostoma anisurum;Silver Redhorse;Suceur Blanc;;Animalia;Chordata;Actinopteri;Cypriniformes;Catostomidae;Moxostoma;1022837;;;
Moxostoma carinatum;River Redhorse;Suceur Ballot;;Animalia;Chordata;Actinopteri;Cypriniformes;Catostomidae;Moxostoma;1421422;;;
Moxostoma duquesnii;Black Redhorse;Suceur Noir;;Animalia;Chordata;Actinopteri;Cypriniformes;Catostomidae;Moxostoma;1022878;;;
Moxostoma erythrurum;Golden Redhorse;Suceur Doré;;Animalia;Chordata;Actinopteri;Cypriniformes;Catostomidae;Moxostoma;1022856;;;
Moxostoma hubbsi;Copper Redhorse;Suceur Cuivré;;Animalia;Chordata;Actinopteri;Cypriniformes;Catostomidae;Moxostoma;1014131;;;
Moxostoma macrolepidotum;Shorthead Redhorse;Suceur Rouge;;Animalia;Chordata;Actinopteri;Cypriniformes;Catostomidae;Moxostoma;593217;;;
Moxostoma valenciennesi;Greater Redhorse;Suceur Jaune;;Animalia;Chordata;Actinopteri;Cypriniformes;Catostomidae;Moxostoma;1015875;;;
Muellerina canadensis;;;;Animalia;Arthropoda;Ostracoda;Podocopida;Hemicytheridae;Muellerina;156504;;Oui;Oui
Mugil cephalus;Flathead Grey Mullet ou Gray Mullet ou Black Mullet;Mulet À  Grosse Tête ou Muge Cabot ou Mulet Cabot;;Animalia;Chordata;Actinopteri;Mugiliformes;Mugilidae;Mugil;126983;;;
Mugil curema;White Mullet ou Silver Mullet;Mulet Curème ou Mulet Blanc ou Mulet ou Muge Carema;;Animalia;Chordata;Actinopteri;Mugiliformes;Mugilidae;Mugil;159416;;;
Mulinia lateralis;Dwarf Surf Clam;Mactre Naine;;Animalia;Mollusca;Bivalvia;Venerida;Mactridae;Mulinia;156870;;Oui;Oui
Mullus auratus;Red Goatfish;Rouget Doré;;Animalia;Chordata;Actinopteri;Mulliformes;Mullidae;Mullus;159418;;;
Munida accepteda;;;;Animalia;Arthropoda;Malacostraca;Decapoda;Munididae;Munida;158399;;;
Munida speciosa;;;;Animalia;Arthropoda;Malacostraca;Decapoda;Munididae;Munida;107164;;;
Munida tenuimana;Narrow-Legged Squat Lobster;Galathée À Pinces Fines;;Animalia;Arthropoda;Malacostraca;Decapoda;Munididae;Munida;107166;;;
Munidopsis curvirostra;Bent-Nosed Squat Lobster;Galathée À Rostre Courbé;;Animalia;Arthropoda;Malacostraca;Decapoda;Munidopsidae;Munidopsis;107175;;Oui;Oui
Munna acanthifera;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Munnidae;Munna;118751;;Oui;Oui
Munna boeckii;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Munnidae;Munna;256204;;Oui;Oui
Munna fabricii;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Munnidae;Munna;118754;;Oui;Oui
Munna hanseni;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Munnidae;Munna;118756;;Oui;Oui
Munna kroyeri;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Munnidae;Munna;118757;;Oui;Oui
Munna limicola;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Munnidae;Munna;118758;;Oui;Oui
Munna minuta;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Munnidae;Munna;118759;;Oui;Oui
Munnopsis typica;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Munnopsidae;Munnopsis;118770;;Oui;Oui
Musculus discors;Discordant Mussel ou Green Crenella;Moule Lisse;;Animalia;Mollusca;Bivalvia;Mytilida;Mytilidae;Musculus;140472;;Oui;Oui
Musculus niger;Black Mussel;Moule Noire;;Animalia;Mollusca;Bivalvia;Mytilida;Mytilidae;Musculus;140474;;Oui;Oui
Mustelus canis;Dusky Smooth-Hound;Emissole Douce ou Estella ou Palloun ou Émissole ou Émissole Lisse;;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Triakidae;Mustelus;158518;;;
Muusoctopus januarii;;;;Animalia;Mollusca;Cephalopoda;Octopoda;Enteroctopodidae;Muusoctopus;527149;;;
Mya arenaria;Sand Gaper ou Softshell Clam ou Long Necked Clam ou Steamer Clam;Mye Des Sables ou Bec De Jar ou Clauque;;Animalia;Mollusca;Bivalvia;Myida;Myidae;Mya;140430;;Oui;Oui
Mya truncata;Truncate Softshell Clam ou Blunt Gaper;Mye Tronquée;;Animalia;Mollusca;Bivalvia;Myida;Myidae;Mya;140431;;Oui;Oui
Mycale (Mycale) lingua;;;;Animalia;Porifera;Demospongiae;Poecilosclerida;Mycalidae;Mycale;168640;;Oui;Oui
Mycale (Mycale) loveni;;;;Animalia;Porifera;Demospongiae;Poecilosclerida;Mycalidae;Mycale;168642;;;Oui
Myctophum affine;Metallic Lanternfish;Lanterne Rude Du Nord;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Myctophum;158902;;;
Myctophum asperum;Roughscale Lanternfish ou Prickly Lanternfish;Lanterne Rugueuse;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Myctophum;158903;;;
Myctophum nitidulum;;;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Myctophum;126626;;;
Myctophum obtusirostre;;;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Myctophum;158904;;;
Myctophum punctatum;Spotted Lanternfish;Lanterne Ponctuée;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Myctophum;126627;;;
Myctophum selenops;Lunar Lanternfish;Lanterne Lunaire;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Myctophum;126628;;;
Myicola metisiensis;;;;Animalia;Arthropoda;Hexanauplia;Cyclopoida;Myicolidae;Myicola;157752;;Oui;Oui
Myosotella myosotis;Mouse-Eared Marsh Snail;Ovatelle Naine Des Vases;;Animalia;Mollusca;Gastropoda;Ellobiida;Ellobiidae;Myosotella;139673;;Oui;Oui
Myoxocephalus aenaeus;Grubby;Chaboisseau Bronzé;;Animalia;Chordata;Actinopteri;Perciformes;Cottidae;Myoxocephalus;159519;;;Oui
Myoxocephalus octodecemspinosus;Longhorn Sculpin;Chaboisseau À Dix-Huit-Épines;;Animalia;Chordata;Actinopteri;Perciformes;Cottidae;Myoxocephalus;159520;;;Oui
Myoxocephalus quadricornis;Fourhorn Sculpin;Chaboisseau Quatre-Cornes;;Animalia;Chordata;Actinopteri;Perciformes;Cottidae;Myoxocephalus;254529;;;
Myoxocephalus scorpioides;Arctic Sculpin;Chaboisseau Arctique;;Animalia;Chordata;Actinopteri;Perciformes;Cottidae;Myoxocephalus;127202;;;
Myoxocephalus scorpius;Shorthorn Sculpin;Chaboisseau À Épines Courtes;;Animalia;Chordata;Actinopteri;Perciformes;Cottidae;Myoxocephalus;127203;;;Oui
Myoxocephalus thompsonii;Deepwater Sculpin;Chabot De Profondeur;;Animalia;Chordata;Actinopteri;Perciformes;Cottidae;Myoxocephalus;567535;;;
Myrianida prolifera;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Syllidae;Myrianida;238200;;Oui;Oui
Myrichthys breviceps;Sharptail Eel;;;Animalia;Chordata;Actinopteri;Anguilliformes;Ophichthidae;Myrichthys;158637;;;
Myrichthys ocellatus;;;;Animalia;Chordata;Actinopteri;Anguilliformes;Ophichthidae;Myrichthys;275486;;;
Myriochele heeri;;;;Animalia;Annelida;Polychaeta;rank absent;Oweniidae;Myriochele;130542;;Oui;Oui
Myriochele pygidialis;;;;Animalia;Annelida;Polychaeta;rank absent;Oweniidae;Myriochele;329076;;;
Myriotrochus rinkii;Rink S Footless Sea Cucumber;Holothurie De Rink;;Animalia;Echinodermata;Holothuroidea;Apodida;Myriotrochidae;Myriotrochus;124446;;Oui;Oui
Myriozoella plana;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Myriaporidae;Myriozoella;159876;;Oui;
Myrophis platyrhynchus;Broadnose Worm Eel;Serpenton À Nez Plat;;Animalia;Chordata;Actinopteri;Anguilliformes;Ophichthidae;Myrophis;158642;;;
Myrophis punctatus;Speckled Worm Eel;Serpenton Tacheté;;Animalia;Chordata;Actinopteri;Anguilliformes;Ophichthidae;Myrophis;158643;;;
Mysidetes farrani;;;;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Mysidetes;120086;;Oui;Oui
Mysis gaspensis;;;;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Mysis;157805;;Oui;Oui
Mysis litoralis;;;;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Mysis;120111;;;Oui
Mysis mixta;;;;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Mysis;120113;;Oui;Oui
Mysis oculata;;;;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Mysis;120115;;Oui;Oui
Mysis polaris;;;;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Mysis;120118;;;
Mysis relicta;;;;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Mysis;120120;;Oui;Oui
Mysis stenolepis;;;;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Mysis;226994;;Oui;Oui
Mysta barbata;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;Mysta;147027;;Oui;Oui
Mystides borealis;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;Mystides;130653;;Oui;Oui
Mytilus edulis;Blue Mussel;Moule Bleue;;Animalia;Mollusca;Bivalvia;Mytilida;Mytilidae;Mytilus;140480;;Oui;Oui
Myxicola infundibulum;;;;Animalia;Annelida;Polychaeta;Sabellida;Sabellidae;Myxicola;130932;;Oui;Oui
Myxilla (Myxilla) incrustans;;;;Animalia;Porifera;Demospongiae;Poecilosclerida;Myxillidae;Myxilla;169466;;Oui;
Myxine glutinosa;Atlantic Hagfish;Myxine Du Nord;Statut européen potentielle erreur identification;Animalia;Chordata;Myxini;Myxiniformes;Myxinidae;Myxine;101170;;;Oui
Naineris quadricuspida;;;;Animalia;Annelida;Polychaeta;rank absent;Orbiniidae;Naineris;130517;;Oui;Oui
Nais elinguis;;;;Animalia;Annelida;Clitellata;Haplotaxida;Naididae;Nais;137481;;Oui;
Nannobrachium atrum;Shortwing Lanternfish;Lanterne À Pectorale Courte;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Nannobrachium;158909;;;
Nannobrachium cuprarium;;;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Nannobrachium;158911;;;
Nannobrachium lineatum;;;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Nannobrachium;158912;;;
Nannolaimoides effilatus;;;;Animalia;Nematoda;Chromadorea;Chromadorida;Cyatholaimidae;Nannolaimoides;120851;;Oui;
Nannopus palustris;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Nannopodidae;Nannopus;116204;;Oui;Oui
